Era,Series Title,Parent Authority,Result,Authority ID,Resolved Authority ID,Publishing Era,Status
DC Universe,Dark Nights: Death Metal – Trinity Crisis,DC Universe,Added,SER-01576,SER-01576,DC Universe,Assigned
DC Universe,Dark Nights: Death Metal – Speed Metal,DC Universe,Added,SER-01577,SER-01577,DC Universe,Assigned
DC Universe,Dark Nights: Death Metal – Multiverse's End,DC Universe,Added,SER-01578,SER-01578,DC Universe,Assigned
DC Universe,Dark Nights: Death Metal – Rise of the New God,DC Universe,Added,SER-01579,SER-01579,DC Universe,Assigned
DC Universe,Dark Nights: Death Metal – The Secret Origin,DC Universe,Added,SER-01580,SER-01580,DC Universe,Assigned
DC Universe,Dark Nights: Death Metal – The Last Stories of the DC Universe,DC Universe,Added,SER-01581,SER-01581,DC Universe,Assigned
DC Universe,Dark Nights: Death Metal – The Last 52: War of the Multiverses,DC Universe,Added,SER-01582,SER-01582,DC Universe,Assigned
DC Universe,Generations Shattered,DC Universe,Added,SER-01583,SER-01583,DC Universe,Assigned
DC Universe,Generations Forged,DC Universe,Added,SER-01584,SER-01584,DC Universe,Assigned
DC Universe,Strange Adventures,DC Universe,Already present,,SER-00041,DC Universe,Assigned
DC Universe,The Question: The Deaths of Vic Sage,The Question,Added,SER-01585,SER-01585,DC Universe,Assigned
DC Universe,The Other History of the DC Universe,DC Universe,Added,SER-01586,SER-01586,DC Universe,Assigned
DC Universe,The Last God,DC Universe,Added,SER-01587,SER-01587,DC Universe,Assigned
DC Universe,John Constantine: Hellblazer,John Constantine,Already present,,SER-00400,DC Universe,Assigned
DC Universe,Hellblazer: Rise and Fall,John Constantine,Added,SER-01588,SER-01588,DC Universe,Assigned
DC Universe,The Dreaming,Sandman,Already present,,SER-01072,DC Universe,Assigned
DC Universe,The Dreaming: Waking Hours,Sandman,Added,SER-01589,SER-01589,DC Universe,Assigned
DC Universe,House of Whispers,Sandman,Added,SER-01590,SER-01590,DC Universe,Assigned
DC Universe,Lucifer,Sandman,Already present,,SER-00449,DC Universe,Assigned
DC Universe,Books of Magic,Sandman,Already present,,SER-01871,DC Universe,Created exact-title authority
DC Universe,Doom Patrol,Doom Patrol,Already present,,SER-00235,DC Universe,Assigned
DC Universe,Doom Patrol: Weight of the Worlds,Doom Patrol,Added,SER-01591,SER-01591,DC Universe,Assigned
DC Universe,Mother Panic,DC Universe,Added,SER-01592,SER-01592,DC Universe,Assigned
DC Universe,Mother Panic: Gotham A.D.,DC Universe,Added,SER-01593,SER-01593,DC Universe,Assigned
DC Universe,"Shade, the Changing Girl",DC Universe,Added,SER-01594,SER-01594,DC Universe,Assigned
DC Universe,"Shade, the Changing Woman",DC Universe,Added,SER-01595,SER-01595,DC Universe,Assigned
DC Universe,Cave Carson Has a Cybernetic Eye,DC Universe,Added,SER-01596,SER-01596,DC Universe,Assigned
DC Universe,Cave Carson Has an Interstellar Eye,DC Universe,Added,SER-01597,SER-01597,DC Universe,Assigned
DC Universe,Eternity Girl,DC Universe,Added,SER-01598,SER-01598,DC Universe,Assigned
DC Universe,Milk Wars,DC Universe,Added,SER-01599,SER-01599,DC Universe,Assigned
DC Universe,Young Justice,Young Justice,Already present,,SER-01007,DC Universe,Assigned
DC Universe,Wonder Twins,Wonder Twins,Already present,,SER-00975,DC Universe,Assigned
DC Universe,Dial H for Hero,DC Universe,Added,SER-01600,SER-01600,DC Universe,Assigned
DC Universe,Naomi,DC Universe,Added,SER-01601,SER-01601,DC Universe,Assigned
DC Universe,Amethyst,DC Universe,Added,SER-01602,SER-01602,DC Universe,Assigned
DC Universe,Naomi: Season Two,DC Universe,Added,SER-01603,SER-01603,DC Universe,Assigned
DC Universe,The Batman's Grave,DC Universe,Added,SER-01604,SER-01604,DC Universe,Assigned
DC Universe,Batman vs. Ra's al Ghul,DC Universe,Added,SER-01605,SER-01605,DC Universe,Assigned
DC Universe,Batman and the Maxx: Arkham Dreams,DC Universe,Added,SER-01606,SER-01606,DC Universe,Assigned
DC Universe,Batman/Teenage Mutant Ninja Turtles,DC Universe,Added,SER-01607,SER-01607,DC Universe,Assigned
DC Universe,Superman Smashes the Klan,DC Universe,Added,SER-01608,SER-01608,DC Universe,Assigned
DC Universe,Superman: Man of Tomorrow,DC Universe,Already present,,SER-01872,DC Universe,Created exact-title authority
DC Universe,Superman: Red & Blue,DC Universe,Added,SER-01609,SER-01609,DC Universe,Assigned
DC Universe,Batman: Black & White,DC Universe,Already present,,SER-01017,DC Universe,Assigned
DC Universe,Wonder Woman: Black & Gold,DC Universe,Added,SER-01610,SER-01610,DC Universe,Assigned
DC Universe,Harley Quinn: Black + White + Red,DC Universe,Added,SER-01611,SER-01611,DC Universe,Assigned
DC Universe,Represent!,DC Universe,Added,SER-01612,SER-01612,DC Universe,Assigned
DC Universe,Truth & Justice,DC Universe,Added,SER-01613,SER-01613,DC Universe,Assigned
DC Universe,RWBY/Justice League,DC Universe,Added,SER-01614,SER-01614,DC Universe,Assigned
DC Universe,RWBY/Justice League: DC/RWBY,DC Universe,Added,SER-01615,SER-01615,DC Universe,Assigned
DC Universe,American Vampire 1976,DC Universe,Added,SER-01616,SER-01616,DC Universe,Assigned
DC Universe,Basketful of Heads,DC Universe,Added,SER-01617,SER-01617,DC Universe,Assigned
DC Universe,The Dollhouse Family,DC Universe,Added,SER-01618,SER-01618,DC Universe,Assigned
DC Universe,Daphne Byrne,DC Universe,Added,SER-01619,SER-01619,DC Universe,Assigned
DC Universe,"The Low, Low Woods",DC Universe,Added,SER-01620,SER-01620,DC Universe,Assigned
DC Universe,Plunge,DC Universe,Added,SER-01621,SER-01621,DC Universe,Assigned
DC Universe,Refrigerator Full of Heads,DC Universe,Added,SER-01622,SER-01622,DC Universe,Assigned
DC Universe,Soul Plumber,DC Universe,Added,SER-01623,SER-01623,DC Universe,Assigned
Future State,Future State: Aquaman,Future State,Added,SER-01624,SER-01624,Future State,Assigned
Future State,Future State: Batman/Superman,Future State,Added,SER-01625,SER-01625,Future State,Assigned
Future State,Future State: Catwoman,Future State,Added,SER-01626,SER-01626,Future State,Assigned
Future State,Future State: Dark Detective,Future State,Added,SER-01627,SER-01627,Future State,Assigned
Future State,Future State: Gotham,Future State,Added,SER-01628,SER-01628,Future State,Assigned
Future State,Future State: Green Lantern,Future State,Added,SER-01629,SER-01629,Future State,Assigned
Future State,Future State: Harley Quinn,Future State,Added,SER-01630,SER-01630,Future State,Assigned
Future State,Future State: Immortal Wonder Woman,Future State,Added,SER-01631,SER-01631,Future State,Assigned
Future State,Future State: Justice League,Future State,Added,SER-01632,SER-01632,Future State,Assigned
Future State,"Future State: Kara Zor-El, Superwoman",Future State,Added,SER-01633,SER-01633,Future State,Assigned
Future State,Future State: Legion of Super-Heroes,Future State,Added,SER-01634,SER-01634,Future State,Assigned
Future State,Future State: Nightwing,Future State,Added,SER-01635,SER-01635,Future State,Assigned
Future State,Future State: Robin Eternal,Future State,Added,SER-01636,SER-01636,Future State,Assigned
Future State,Future State: Shazam!,Future State,Added,SER-01637,SER-01637,Future State,Assigned
Future State,Future State: Suicide Squad,Future State,Added,SER-01638,SER-01638,Future State,Assigned
Future State,Future State: Superman of Metropolis,Future State,Added,SER-01639,SER-01639,Future State,Assigned
Future State,Future State: Superman vs. Imperious Lex,Future State,Added,SER-01640,SER-01640,Future State,Assigned
Future State,Future State: Superman/Wonder Woman,Future State,Added,SER-01641,SER-01641,Future State,Assigned
Future State,Future State: Swamp Thing,Future State,Added,SER-01642,SER-01642,Future State,Assigned
Future State,Future State: Teen Titans,Future State,Added,SER-01643,SER-01643,Future State,Assigned
Future State,Future State: The Flash,Future State,Added,SER-01644,SER-01644,Future State,Assigned
Future State,Future State: The Next Batman,Future State,Added,SER-01645,SER-01645,Future State,Assigned
Future State,Future State: Wonder Woman,Future State,Added,SER-01646,SER-01646,Future State,Assigned
Future State,Future State: Wonder Woman: Nubia,Future State,Added,SER-01647,SER-01647,Future State,Assigned
Infinite Frontier,Infinite Frontier,DC Universe,Added,SER-01648,SER-01648,Infinite Frontier,Assigned
Infinite Frontier,Justice League Incarnate,DC Universe,Added,SER-01649,SER-01649,Infinite Frontier,Assigned
Infinite Frontier,Dark Crisis on Infinite Earths,DC Universe,Added,SER-01650,SER-01650,Infinite Frontier,Assigned
Infinite Frontier,Batman: Urban Legends,Batman,Already present,,SER-01022,Infinite Frontier,Assigned
Infinite Frontier,Batman: The Detective,Batman,Already present,,SER-01026,Infinite Frontier,Assigned
Infinite Frontier,Batman: Reptilian,Batman,Already present,,SER-01021,Infinite Frontier,Assigned
Infinite Frontier,Batman: The Imposter,Batman,Already present,,SER-01020,Infinite Frontier,Assigned
Infinite Frontier,Batman: One Dark Knight,Batman,Already present,,SER-01028,Infinite Frontier,Assigned
Infinite Frontier,Batman: Killing Time,Batman,Already present,,SER-01027,Infinite Frontier,Assigned
Infinite Frontier,Batman: The Knight,Batman,Already present,,SER-01032,Infinite Frontier,Assigned
Infinite Frontier,Batman: Fortress,Batman,Added,SER-01651,SER-01651,Infinite Frontier,Assigned
Infinite Frontier,Batman: Beyond the White Knight,Batman,Already present,,SER-01031,Infinite Frontier,Assigned
Infinite Frontier,Batman Beyond: Neo-Year,Batman,Added,SER-01652,SER-01652,Infinite Frontier,Assigned
Infinite Frontier,Batman/Catwoman,Batman,Added,SER-01653,SER-01653,Infinite Frontier,Assigned
Infinite Frontier,Batman: Dear Detective,Batman,Added,SER-01654,SER-01654,Infinite Frontier,Assigned
Infinite Frontier,Batman vs. Robin,Batman,Added,SER-01655,SER-01655,Infinite Frontier,Assigned
Infinite Frontier,Robin & Batman,Batman,Added,SER-01656,SER-01656,Infinite Frontier,Assigned
Infinite Frontier,Robin,Batman,Already present,,SER-00606,Infinite Frontier,Assigned
Infinite Frontier,I Am Batman,Batman,Added,SER-01657,SER-01657,Infinite Frontier,Assigned
Infinite Frontier,Detective Comics: The Tower,Batman,Added,SER-01658,SER-01658,Infinite Frontier,Assigned
Infinite Frontier,The Joker,Batman,Added,SER-01659,SER-01659,Infinite Frontier,Assigned
Infinite Frontier,The Joker Presents: A Puzzlebox,Batman,Added,SER-01660,SER-01660,Infinite Frontier,Assigned
Infinite Frontier,Catwoman: Lonely City,Catwoman,Added,SER-01661,SER-01661,Infinite Frontier,Assigned
Infinite Frontier,Nightwing,Nightwing,Already present,,SER-00536,Infinite Frontier,Assigned
Infinite Frontier,Batgirls,Batgirls,Added,SER-01662,SER-01662,Infinite Frontier,Assigned
Infinite Frontier,Poison Ivy,Poison Ivy,Already present,,SER-00567,Infinite Frontier,Assigned
Infinite Frontier,Arkham City: The Order of the World,DC Universe,Added,SER-01663,SER-01663,Infinite Frontier,Assigned
Infinite Frontier,Task Force Z,DC Universe,Already present,,SER-00777,Infinite Frontier,Assigned
Infinite Frontier,Superman: Son of Kal-El,Superman,Added,SER-01664,SER-01664,Infinite Frontier,Assigned
Infinite Frontier,Superman and the Authority,Superman,Added,SER-01665,SER-01665,Infinite Frontier,Assigned
Infinite Frontier,Superman '78,Superman,Added,SER-01666,SER-01666,Infinite Frontier,Assigned
Infinite Frontier,Superman: Space Age,Superman,Already present,,SER-00767,Infinite Frontier,Assigned
Infinite Frontier,Superman: Lost,Superman,Already present,,SER-01037,Infinite Frontier,Assigned
Infinite Frontier,World of Krypton,Superman,Added,SER-01667,SER-01667,Infinite Frontier,Assigned
Infinite Frontier,The Jurassic League,Superman,Added,SER-01668,SER-01668,Infinite Frontier,Assigned
Infinite Frontier,Monkey Prince,Superman,Added,SER-01669,SER-01669,Infinite Frontier,Assigned
Infinite Frontier,Batman/Superman: World's Finest,World's Finest (Batman & Superman),Already present,,SER-00983,Infinite Frontier,Assigned
Infinite Frontier,Wonder Girl,Wonder Woman,Added,SER-01670,SER-01670,Infinite Frontier,Assigned
Infinite Frontier,Nubia & the Amazons,Wonder Woman,Added,SER-01671,SER-01671,Infinite Frontier,Assigned
Infinite Frontier,Nubia: Coronation Special,Wonder Woman,Added,SER-01672,SER-01672,Infinite Frontier,Assigned
Infinite Frontier,Trial of the Amazons,Wonder Woman,Added,SER-01673,SER-01673,Infinite Frontier,Assigned
Infinite Frontier,Trial of the Amazons: Wonder Girl,Wonder Woman,Added,SER-01674,SER-01674,Infinite Frontier,Assigned
Infinite Frontier,Artemis: Wanted,Wonder Woman,Added,SER-01675,SER-01675,Infinite Frontier,Assigned
Infinite Frontier,Tales of the Amazons,Wonder Woman,Added,SER-01676,SER-01676,Infinite Frontier,Assigned
Infinite Frontier,Aquaman: The Becoming,Aquaman,Added,SER-01677,SER-01677,Infinite Frontier,Assigned
Infinite Frontier,Aquaman/Green Arrow: Deep Target,Aquaman,Added,SER-01678,SER-01678,Infinite Frontier,Assigned
Infinite Frontier,Aquamen,Aquaman,Added,SER-01679,SER-01679,Infinite Frontier,Assigned
Infinite Frontier,Aquaman & The Flash: Voidsong,Aquaman,Added,SER-01680,SER-01680,Infinite Frontier,Assigned
Infinite Frontier,Green Lantern: War Journal,Green Lantern,Added,SER-01681,SER-01681,Infinite Frontier,Assigned
Infinite Frontier,The Flash,The Flash,Already present,,SER-00805,Infinite Frontier,Assigned
Infinite Frontier,Flashpoint Beyond,The Flash,Already present,,SER-01064,Infinite Frontier,Assigned
Infinite Frontier,Blue Beetle: Graduation Day,Blue Beetle,Added,SER-01682,SER-01682,Infinite Frontier,Assigned
Infinite Frontier,Blue & Gold,Blue Beetle,Added,SER-01683,SER-01683,Infinite Frontier,Assigned
Infinite Frontier,Black Adam,Black Adam,Added,SER-01684,SER-01684,Infinite Frontier,Assigned
Infinite Frontier,Black Manta,Black Manta,Added,SER-01685,SER-01685,Infinite Frontier,Assigned
Infinite Frontier,Deathstroke Inc.,Deathstroke,Added,SER-01686,SER-01686,Infinite Frontier,Assigned
Infinite Frontier,Teen Titans Academy,Robin / Teen Titans,Already present,,SER-01058,Infinite Frontier,Assigned
Infinite Frontier,Titans United,Robin / Teen Titans,Already present,,SER-01059,Infinite Frontier,Assigned
Infinite Frontier,Titans United: Bloodpact,Robin / Teen Titans,Added,SER-01687,SER-01687,Infinite Frontier,Assigned
Infinite Frontier,Suicide Squad: Get Joker!,Suicide Squad,Added,SER-01688,SER-01688,Infinite Frontier,Assigned
Infinite Frontier,Suicide Squad: Blaze,Suicide Squad,Added,SER-01689,SER-01689,Infinite Frontier,Assigned
Infinite Frontier,Justice League: Last Ride,Justice League,Already present,,SER-01053,Infinite Frontier,Assigned
Infinite Frontier,Justice League vs. The Legion of Super-Heroes,Justice League,Added,SER-01690,SER-01690,Infinite Frontier,Assigned
Infinite Frontier,The New Golden Age,Justice Society of America,Already present,,SER-01056,Infinite Frontier,Assigned
Infinite Frontier,Stargirl: The Lost Children,Justice Society of America,Added,SER-01691,SER-01691,Infinite Frontier,Assigned
Infinite Frontier,DC vs. Vampires,DC Universe,Already present,,SER-01066,Infinite Frontier,Assigned
Infinite Frontier,DC vs. Vampires: All-Out War,DC Universe,Already present,,SER-01067,Infinite Frontier,Assigned
Infinite Frontier,DC vs. Vampires: Killers,DC Universe,Added,SER-01692,SER-01692,Infinite Frontier,Assigned
Infinite Frontier,DC vs. Vampires: Hunters,DC Universe,Added,SER-01693,SER-01693,Infinite Frontier,Assigned
Infinite Frontier,DC vs. Vampires: Coffin Edition,DC Universe,Added,SER-01694,SER-01694,Infinite Frontier,Assigned
Infinite Frontier,DCeased: War of the Undead Gods,DCeased,Already present,,SER-01063,Infinite Frontier,Assigned
Infinite Frontier,Dark Knights of Steel,DC Universe,Added,SER-01695,SER-01695,Infinite Frontier,Assigned
Infinite Frontier,The Human Target,DC Universe,Already present,,SER-01071,Infinite Frontier,Assigned
Infinite Frontier,Danger Street,DC Universe,Added,SER-01696,SER-01696,Infinite Frontier,Assigned
Infinite Frontier,Rogues,DC Universe,Added,SER-01697,SER-01697,Infinite Frontier,Assigned
Infinite Frontier,The Nice House on the Lake,DC Universe,Already present,,SER-00824,Infinite Frontier,Assigned
Infinite Frontier,Crush & Lobo,DC Universe,Added,SER-01698,SER-01698,Infinite Frontier,Assigned
Infinite Frontier,Mister Miracle: The Source of Freedom,DC Universe,Added,SER-01699,SER-01699,Infinite Frontier,Assigned
Infinite Frontier,One-Star Squadron,DC Universe,Added,SER-01700,SER-01700,Infinite Frontier,Assigned
Infinite Frontier,The Vigil,DC Universe,Added,SER-01701,SER-01701,Infinite Frontier,Assigned
Infinite Frontier,Sword of Azrael,DC Universe,Added,SER-01702,SER-01702,Infinite Frontier,Assigned
Infinite Frontier,Hardware: Season One,DC Universe,Added,SER-01703,SER-01703,Infinite Frontier,Assigned
Infinite Frontier,Icon & Rocket: Season One,Icon and Rocket,Already present,,SER-00370,Infinite Frontier,Assigned
Infinite Frontier,Static: Season One,Static,Added,SER-01704,SER-01704,Infinite Frontier,Assigned
Infinite Frontier,Duo,DC Universe,Added,SER-01705,SER-01705,Infinite Frontier,Assigned
Infinite Frontier,Blood Syndicate: Season One,DC Universe,Added,SER-01706,SER-01706,Infinite Frontier,Assigned
Infinite Frontier,Static: Shadows of Dakota,Static,Already present,,SER-00739,Infinite Frontier,Assigned
Infinite Frontier,Icon vs. Hardware,DC Universe,Added,SER-01707,SER-01707,Infinite Frontier,Assigned
Infinite Frontier,Batman: The Audio Adventures,DC Universe,Added,SER-01708,SER-01708,Infinite Frontier,Assigned
Infinite Frontier,Batman: The Adventures Continue Season Two,DC Universe,Added,SER-01709,SER-01709,Infinite Frontier,Assigned
Infinite Frontier,Batman '89,DC Universe,Added,SER-01710,SER-01710,Infinite Frontier,Assigned
Infinite Frontier,The Batman & Scooby-Doo Mysteries,DC Universe,Added,SER-01711,SER-01711,Infinite Frontier,Assigned
Infinite Frontier,Batman/Fortnite: Zero Point,DC Universe,Added,SER-01712,SER-01712,Infinite Frontier,Assigned
Infinite Frontier,Batman/Fortnite: Foundation,DC Universe,Added,SER-01713,SER-01713,Infinite Frontier,Assigned
Infinite Frontier,Batman: Wayne Family Adventures,DC Universe,Added,SER-01714,SER-01714,Infinite Frontier,Assigned
Infinite Frontier,Dark Crisis: Young Justice,DC Universe,Added,SER-01715,SER-01715,Infinite Frontier,Assigned
Infinite Frontier,Dark Crisis: Worlds Without a Justice League – Batman,DC Universe,Added,SER-01716,SER-01716,Infinite Frontier,Assigned
Infinite Frontier,Dark Crisis: Worlds Without a Justice League – Green Arrow,DC Universe,Added,SER-01717,SER-01717,Infinite Frontier,Assigned
Infinite Frontier,Dark Crisis: Worlds Without a Justice League – Green Lantern,DC Universe,Added,SER-01718,SER-01718,Infinite Frontier,Assigned
Infinite Frontier,Dark Crisis: Worlds Without a Justice League – Superman,DC Universe,Added,SER-01719,SER-01719,Infinite Frontier,Assigned
Infinite Frontier,Dark Crisis: Worlds Without a Justice League – Wonder Woman,DC Universe,Added,SER-01720,SER-01720,Infinite Frontier,Assigned
Infinite Frontier,Dark Crisis: The Deadly Green,DC Universe,Added,SER-01721,SER-01721,Infinite Frontier,Assigned
Infinite Frontier,Dark Crisis: The Dark Army,DC Universe,Added,SER-01722,SER-01722,Infinite Frontier,Assigned
Infinite Frontier,Dark Crisis: War Zone,DC Universe,Added,SER-01723,SER-01723,Infinite Frontier,Assigned
Infinite Frontier,Lazarus Planet: Alpha,DC Universe,Added,SER-01724,SER-01724,Infinite Frontier,Assigned
Infinite Frontier,Lazarus Planet: Omega,DC Universe,Added,SER-01725,SER-01725,Infinite Frontier,Assigned
Infinite Frontier,Lazarus Planet: Assault on Krypton,DC Universe,Added,SER-01726,SER-01726,Infinite Frontier,Assigned
Infinite Frontier,Lazarus Planet: Dark Fate,DC Universe,Added,SER-01727,SER-01727,Infinite Frontier,Assigned
Infinite Frontier,Lazarus Planet: Legends Reborn,DC Universe,Added,SER-01728,SER-01728,Infinite Frontier,Assigned
Infinite Frontier,Lazarus Planet: Next Evolution,DC Universe,Added,SER-01729,SER-01729,Infinite Frontier,Assigned
Infinite Frontier,Lazarus Planet: We Once Were Gods,DC Universe,Added,SER-01730,SER-01730,Infinite Frontier,Assigned
Dawn of DC,Superman,Superman,Already present,,SER-00760,Dawn of DC,Assigned
Dawn of DC,Adventures of Superman: Jon Kent,Superman,Added,SER-01731,SER-01731,Dawn of DC,Assigned
Dawn of DC,Steelworks,Superman,Added,SER-01732,SER-01732,Dawn of DC,Assigned
Dawn of DC,Superboy: The Man of Tomorrow,Superman,Added,SER-01733,SER-01733,Dawn of DC,Assigned
Dawn of DC,Power Girl,Superman,Already present,,SER-00572,Dawn of DC,Assigned
Dawn of DC,Fire & Ice: Welcome to Smallville,Superman,Added,SER-01734,SER-01734,Dawn of DC,Assigned
Dawn of DC,Wonder Woman,Wonder Woman,Already present,,SER-00978,Dawn of DC,Assigned
Dawn of DC,Amazons Attack,Wonder Woman,Added,SER-01735,SER-01735,Dawn of DC,Assigned
Dawn of DC,Wonder Woman: Outlaw Edition,Wonder Woman,Added,SER-01736,SER-01736,Dawn of DC,Assigned
Dawn of DC,Sinister Sons,Green Lantern,Added,SER-01737,SER-01737,Dawn of DC,Assigned
Dawn of DC,Green Arrow,Green Arrow,Already present,,SER-00311,Dawn of DC,Assigned
Dawn of DC,Hawkgirl,Hawkgirl,Added,SER-01738,SER-01738,Dawn of DC,Assigned
Dawn of DC,Birds of Prey,Birds of Prey,Already present,,SER-00099,Dawn of DC,Assigned
Dawn of DC,Tales of the Titans,Robin / Teen Titans,Added,SER-01739,SER-01739,Dawn of DC,Assigned
Dawn of DC,Outsiders,The Outsiders,Already present,,SER-01873,Dawn of DC,Created exact-title authority
Dawn of DC,The Brave and the Bold,Batman,Already present,,SER-00484,Dawn of DC,Assigned
Dawn of DC,Batman: Gargoyle of Gotham,Batman,Already present,,SER-01023,Dawn of DC,Assigned
Dawn of DC,Batman: Off-World,Batman,Already present,,SER-01024,Dawn of DC,Assigned
Dawn of DC,Batman: City of Madness,Batman,Added,SER-01740,SER-01740,Dawn of DC,Assigned
Dawn of DC,Batman: The Adventures Continue Season Three,Batman,Added,SER-01741,SER-01741,Dawn of DC,Assigned
Dawn of DC,The Penguin,Batman,Added,SER-01742,SER-01742,Dawn of DC,Assigned
Dawn of DC,Gotham City: Year One,Batman,Added,SER-01743,SER-01743,Dawn of DC,Assigned
Dawn of DC,Gotham War,Batman,Added,SER-01744,SER-01744,Dawn of DC,Assigned
Dawn of DC,Batman/Catwoman: The Gotham War – Battle Lines,Batman,Added,SER-01745,SER-01745,Dawn of DC,Assigned
Dawn of DC,Batman/Catwoman: The Gotham War – Scorched Earth,Batman,Added,SER-01746,SER-01746,Dawn of DC,Assigned
Dawn of DC,Batman/Catwoman: The Gotham War: Red Hood,Batman,Added,SER-01747,SER-01747,Dawn of DC,Assigned
Dawn of DC,The Riddler: Year One,Batman,Added,SER-01748,SER-01748,Dawn of DC,Assigned
Dawn of DC,Joker: The Man Who Stopped Laughing,Batman,Added,SER-01749,SER-01749,Dawn of DC,Assigned
Dawn of DC,Peacemaker Tries Hard!,Peacemaker,Added,SER-01750,SER-01750,Dawn of DC,Assigned
Dawn of DC,Unstoppable Doom Patrol,Doom Patrol,Added,SER-01751,SER-01751,Dawn of DC,Assigned
Dawn of DC,Spirit World,DC Universe,Added,SER-01752,SER-01752,Dawn of DC,Assigned
Dawn of DC,City Boy,DC Universe,Added,SER-01753,SER-01753,Dawn of DC,Assigned
Dawn of DC,Knight Terrors,DC Universe,Added,SER-01754,SER-01754,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: First Blood,DC Universe,Added,SER-01755,SER-01755,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Night's End,DC Universe,Added,SER-01756,SER-01756,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Action Comics,DC Universe,Added,SER-01757,SER-01757,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Angel Breaker,DC Universe,Added,SER-01758,SER-01758,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Batman,DC Universe,Added,SER-01759,SER-01759,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Black Adam,DC Universe,Added,SER-01760,SER-01760,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Catwoman,DC Universe,Added,SER-01761,SER-01761,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Detective Comics,DC Universe,Added,SER-01762,SER-01762,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Green Lantern,DC Universe,Added,SER-01763,SER-01763,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Harley Quinn,DC Universe,Added,SER-01764,SER-01764,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Nightwing,DC Universe,Added,SER-01765,SER-01765,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Poison Ivy,DC Universe,Added,SER-01766,SER-01766,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Punchline,DC Universe,Added,SER-01767,SER-01767,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Ravager,DC Universe,Added,SER-01768,SER-01768,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Robin,DC Universe,Added,SER-01769,SER-01769,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Shazam!,DC Universe,Added,SER-01770,SER-01770,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Superman,DC Universe,Added,SER-01771,SER-01771,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: The Flash,DC Universe,Added,SER-01772,SER-01772,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: The Joker,DC Universe,Added,SER-01773,SER-01773,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Titans,DC Universe,Added,SER-01774,SER-01774,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Wonder Woman,DC Universe,Added,SER-01775,SER-01775,Dawn of DC,Assigned
Dawn of DC,Knight Terrors: Zatanna,DC Universe,Added,SER-01776,SER-01776,Dawn of DC,Assigned
Dawn of DC,Titans: Beast World,Robin / Teen Titans,Already present,,SER-01060,Dawn of DC,Assigned
Dawn of DC,Titans: Beast World: Waller Rising,Robin / Teen Titans,Added,SER-01777,SER-01777,Dawn of DC,Assigned
Dawn of DC,Titans: Beast World Tour: Atlantis,Robin / Teen Titans,Added,SER-01778,SER-01778,Dawn of DC,Assigned
Dawn of DC,Titans: Beast World Tour: Central City,Robin / Teen Titans,Added,SER-01779,SER-01779,Dawn of DC,Assigned
Dawn of DC,Titans: Beast World Tour: Gotham,Robin / Teen Titans,Added,SER-01780,SER-01780,Dawn of DC,Assigned
Dawn of DC,Titans: Beast World Tour: Metropolis,Robin / Teen Titans,Added,SER-01781,SER-01781,Dawn of DC,Assigned
Dawn of DC,Titans: Beast World Tour: Star City,Robin / Teen Titans,Added,SER-01782,SER-01782,Dawn of DC,Assigned
Dawn of DC,Superman: House of Brainiac Special,Superman,Added,SER-01783,SER-01783,Dawn of DC,Assigned
Dawn of DC,Suicide Squad: Dream Team,DC Universe,Added,SER-01784,SER-01784,Dawn of DC,Assigned
Dawn of DC,Absolute Power,DC Universe,Added,SER-01785,SER-01785,Dawn of DC,Assigned
Dawn of DC,Absolute Power: Ground Zero,DC Universe,Added,SER-01786,SER-01786,Dawn of DC,Assigned
Dawn of DC,Absolute Power: Origins,DC Universe,Added,SER-01787,SER-01787,Dawn of DC,Assigned
Dawn of DC,Absolute Power: Super Son,DC Universe,Added,SER-01788,SER-01788,Dawn of DC,Assigned
Dawn of DC,Absolute Power: Task Force VII,DC Universe,Added,SER-01789,SER-01789,Dawn of DC,Assigned
Dawn of DC,Waller vs. Wildstorm,DC Universe,Added,SER-01790,SER-01790,Dawn of DC,Assigned
Dawn of DC,The Sandman Universe: Nightmare Country,DC Universe,Added,SER-01791,SER-01791,Dawn of DC,Assigned
